source_variable_id,source_id,survey,cycle,original_name,population_asked,variable_type,variable_label,answer_values_and_codes,missing_n,missing_pct,distinct_n,min,max,example,country_specific_notes,codebook_name,codebook_label,codebook_variable_type,codebook_remarks,codebook_match_status,source_document,source_sheet,dictionary_source_row,codebook_source_row,review_status
SRC-PARIS-C1-RGLOBAL04,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rglobal04,ASK ALL,numeric,"recoded global04: In general, how would you rate your mental health, including your mood and your ability to think?",1. Poor = 1; 2. Fair = 2; 3. Good = 3; 4. Very good = 4; 5. Excellent = 5,573,0.7,5,1,5,5,,Rglobal04,"recoded global04: In general, how would you rate your mental health, including your mood and your ability to think?",Numeric,Recoded item to construct PROMIS scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,171,1500,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RGLOBAL05,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rglobal05,ASK ALL,numeric,"recoded global05: In general, how would you rate your satisfaction with your social activities and relationships?",1. Poor = 1; 2. Fair = 2; 3. Good = 3; 4. Very good = 4; 5. Excellent = 5,737,0.9,5,1,5,5,,Rglobal05,"recoded global05: In general, how would you rate your satisfaction with your social activities and relationships?",Numeric,Recoded item to construct PROMIS scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,172,1507,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RGLOBAL10R,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rglobal10r,ASK ALL,numeric,"recoded global10r: How often have you been bothered by emotional problems such as feeling anxious, depressed or irritable?",1. Always = 1; 2. Often = 2; 3. Sometimes = 3; 4. Rarely = 4; 5. Never = 5,1807,2.2000000000000002,5,1,5,4,,Rglobal10r,"recoded global10r: How often have you been bothered by emotional problems such as feeling anxious, depressed or irritable?",Numeric,Recoded item to construct PROMIS scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,173,1514,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-PROMISMENT_TOT,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,promisMent_tot,ASK ALL,numeric,PROMIS Global Mental scale,,2274,2.76,17,21.2000007629395,67.5999984741211,56,,promisMent_tot,PROMIS Global Mental scale,Numeric,"Scale is based on Rglobal02 Rglobal04 Rglobal05 and Rglobal10r. Recoding of the original items Q_Global02 Q_Global04 Q_Global05 and Q_GLOBAL10R. The recoded items are summed for cases with no missing values (promisMent_miss) and converted into t-scores according to GLOBAL HEALTH, A brief guide to the PROMIS© Global Health instruments, 2017.",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,174,1523,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-PNS1,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,PNS1,ASK ALL,numeric,Porter Novelli scale 1: Active engagement / Patient activation,,3284,3.99,17,1,5,4,,PNS1,Porter Novelli scale 1: Active engagement / Patient activation,Numeric,"Scale based on EFA of the entire patient dataset, across countries and providers. Items: Q_PN_PN3 Q_PN_PN5 Q_PN_PN6 Q_PN_PN1",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,175,1525,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-PNS2,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,PNS2,ASK ALL,numeric,Porter Novelli scale 2: Working together with healthcare professional(s),,3751,4.5599999999999996,17,1,5,4.25,,PNS2,Porter Novelli scale 2: Working together with healthcare professional(s),Numeric,"Scale based on EFA of the entire patient dataset, across countries and providers. Items: Q_PN_PN1 Q_PN_PN4 Q_PN_PN8 Q_PN_PN9",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,176,1526,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-PNS3,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,PNS3,ASK ALL,numeric,Porter Novelli scale 3: Health literacy,,3173,3.86,9,1,5,1.5,,PNS3,Porter Novelli scale 3: Health literacy,Numeric,"Scale based on EFA of the entire patient dataset, across countries and providers. Items: Q_PN_PN2 Q_PN_PN7",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,177,1527,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-CONTINUITY_HOWLONGTOT,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Continuity_howlongTot,ASK ALL,numeric,How long have you been seeing the doctor/health care professional who is the one you usually go to for most of your health problems?,1 year or less = 1; More than 1 year but no more than 3 years = 2; More than 3 years but no more than 5 years = 3; More than 5 years but no more than 10 years = 4; More than 10 years = 5,18616,22.63,5,1,5,2,,Continuity_howlongTot,How long have you been seeing the doctor/health care professional who is the one you usually go to for most of your health problems?,Numeric,Combination of Q_CWF1140 and Q_ USUALDR4,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,178,1529,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-Q_GPPSTRUST_DICH1,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Q_GPPSTRUST_dich1,ASK ALL,numeric,Trust in HC provider - dichotomised: Did you have confidence and trust in the health care professional you saw or spoke to?,"No, definitely not/No, not really/Yes, to some extent/Not sure = 0; Yes, definitely = 1",5174,6.29,2,0,1,1,,Q_GPPSTRUST_dich1,Trust in HC provider - dichotomised: Did you have confidence and trust in the health care professional you saw or spoke to?,Numeric,,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,179,1537,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-Q_AGSCTRUST_DICH,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Q_AGSCTRUST_dich,ASK ALL,numeric,Trust in HC system - dichotomised: How strongly do you agree or disagree that the health care system can be trusted?,(Strongly) disagree/Neither agree nor disagree = 0; (Strongly) agree = 1,6286,7.64,2,0,1,1,,Q_AGSCTRUST_dich,Trust in HC system - dichotomised: How strongly do you agree or disagree that the health care system can be trusted?,Numeric,,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,180,1542,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RPAINSTRC,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,RPainstrc,ASK ALL,numeric,RECODE of Q_CONFIDENT_MPBSPAINSTRC (How confident are you that you can follow instructions from health care professionals about how you should care for yourself at home?),Not confident at all/Does not apply = 0; Somewhat confident = 1; Confident = 2; Very confident = 3,3331,4.05,4,0,3,3,,RPainstrc,RECODE of Q_CONFIDENT_MPBSPAINSTRC (How confident are you that you can follow instructions from health care professionals about how you should care for yourself at home?),Numeric,RECODE of Q_CONFIDENT_MPBSPAINSTRC (How confident are you that you can follow instructions from health care professionals about how you should care for yourself at home?),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,181,1556,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RPAMEDREC,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,RPamedrec,ASK ALL,numeric,RECODE of Q_CONFIDENT_MPBSPAMEDREC (How confident are you that you can follow instructions from health care professionals about how to change your habits or lifestyle?),Not confident at all/Does not apply = 0; Somewhat confident = 1; Confident = 2; Very confident = 3,3760,4.57,4,0,3,2,,RPamedrec,RECODE of Q_CONFIDENT_MPBSPAMEDREC (How confident are you that you can follow instructions from health care professionals about how to change your habits or lifestyle?),Numeric,RECODE of Q_CONFIDENT_MPBSPAMEDREC (How confident are you that you can follow instructions from health care professionals about how to change your habits or lifestyle?),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,182,1564,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RPANECESS,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,RPanecess,ASK ALL,numeric,RECODE of Q_CONFIDENT_MPBSPANECESS (How confident are you that you can identify when it is necessary for you to get medical care?),Not confident at all/Does not apply = 0; Somewhat confident = 1; Confident = 2; Very confident = 3,2867,3.48,4,0,3,3,,RPanecess,RECODE of Q_CONFIDENT_MPBSPANECESS (How confident are you that you can identify when it is necessary for you to get medical care?),Numeric,RECODE of Q_CONFIDENT_MPBSPANECESS (How confident are you that you can identify when it is necessary for you to get medical care?),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,183,1571,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RPASIDEFX,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,RPasidefx,ASK ALL,numeric,RECODE of Q_CONFIDENT_MPBSPASIDEFX (How confident are you that you can identify when you are having side effects from your medications?),Not confident at all/Does not apply = 0; Somewhat confident = 1; Confident = 2; Very confident = 3,3015,3.66,4,0,3,2,,RPasidefx,RECODE of Q_CONFIDENT_MPBSPASIDEFX (How confident are you that you can identify when you are having side effects from your medications?),Numeric,RECODE of Q_CONFIDENT_MPBSPASIDEFX (How confident are you that you can identify when you are having side effects from your medications?),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,184,1578,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-REHEALS,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,REheals,ASK ALL,numeric,RECODE of Q_CONFIDENT_eHEALS (How confident are you in using information from the Internet to make health decisions?),Not confident at all/Does not apply = 0; Somewhat confident = 1; Confident = 2; Very confident = 3,3090,3.76,4,0,3,1,,REheals,RECODE of Q_CONFIDENT_eHEALS (How confident are you in using information from the Internet to make health decisions?),Numeric,RECODE of Q_CONFIDENT_eHEALS (How confident are you in using information from the Internet to make health decisions?),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,185,1585,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-CSM1,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,CSM1,ASK ALL,numeric,confidence in self-management with six items,,4950,6.02,19,0,3,2.16666674613953,,CSM1,confidence in self-management with six items,Numeric,"Scale based on EFA of the entire patient dataset, across countries and providers. Items: Rp3ceq10 RPainstrc RPamedrec RPanecess RPasidefx Reheals",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,186,1593,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-CSM1A,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,CSM1a,ASK ALL,numeric,confidence in self-management with five items,,4634,5.63,16,0,3,2.40000009536743,,CSM1a,confidence in self-management with five items,Numeric,"Scale based on EFA of the entire patient dataset, across countries and providers. Items: Rp3ceq10 RPainstrc RPamedrec RPanecess Rpasidefx",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,187,1594,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-GLOBAL9R_DICH,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,GLOBAL9R_dich,ASK ALL,numeric,"Social activities dichotomised: Rate how well you carry out your usual social activities and roles. (This includes activities at home, at work and in your community, and responsibilities as a parent, child, spouse, employee, friend, etc.)","Fair or poor = 0; Good, very good or excellent = 1",955,1.1599999999999999,2,0,1,1,,GLOBAL9R_dich,"Social activities dichotomised: Rate how well you carry out your usual social activities and roles. (This includes activities at home, at work and in your community, and responsibilities as a parent, child, spouse, employee, friend, etc.)",Numeric,,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,188,1596,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-P3CEQ_PC_TOT,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,p3ceq_pc_tot,ASK IF Q_CHRONCOND = 1 TO 12,numeric,P3CEQ Person centredness scale,,25037,30.43,25,0,24,17,,p3ceq_pc_tot,P3CEQ Person centredness scale,Numeric,"The scale score for experienced person-centred care, constructed in accordance with the guidelines descibed in: Priya Sugavanam, Richard Byng & Helen Lloyd, The Person Centred Coordinated Care Experiences Questionnaire: P3CEQ, Plymouth University. The score is the sum of the recoded variables Rp3ceq1 Rp3ceq2 Rp3ceq3 Rp3ceq4 Rp3ceq5 Rp3ceq8 Rp3ceq9 and Rp3ceq10 for cases with no missings on these items (p3ceqpc_miss=0). (Original items are: P3CEQ1 P3CEQ2 P3CEQ3 P3CEQ4 P3CEQ5 P3CEQ8 P3CEQ9 and P3CEQ10.)",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,189,1374,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-TOTALCHRONIC_NO_OTHER,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,TotalChronic_No_Other,ASK ALL,numeric,Number of chronic conditions - Excluding Q_CHRONCOND12-Other,,3140,3.82,12,0,11,4,Removed from Norway's and Luxembourg's PUF,TotalChronic_No_Other,Number of chronic conditions - Excluding Q_CHRONCOND12-Other,Numeric,"Alternative to TotalChronic. It contains the total number of Chronic conditions, excluding ""other"" (Q_CHRONCOND12), but for this variable, respondents with 11 missing values on the questions on Chronic conditions (Q_CHRONCOND01-Q_CHRONCOND11) have been left out.",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,190,1284,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-CHRDICH,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,ChrDich,ASK ALL,numeric,Chronic condition yes or no - Including Q_CHRONCOND12-Other,No chronic condition = 0; 1 or more chronic condition(s) = 1,3539,4.3,2,0,1,1,,ChrDich,Chronic condition yes or no - Including Q_CHRONCOND12-Other,Numeric,,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,191,1272,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-CHRDICH_NO_OTHER,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,ChrDich_No_Other,ASK ALL,numeric,Chronic condition yes or no - Excluding Q_CHRONCOND12-Other,No chronic condition = 0; 1 or more chronic condition(s) = 1,7710,9.3699999999999992,2,0,1,1,ChrDich_No_Other,ChrDich_No_Other,Chronic condition yes or no - Excluding Q_CHRONCOND12-Other,Numeric,,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,192,1279,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-AGE_4CAT,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Age_4cat,ASK ALL,numeric,Age in four categories including US,45-54 years old = 1; 55-64 years old = 2; 65-74 years old = 3; 75 years or older = 4,211,0.26,4,1,4,4,Four categories for Q_AGE using the US coding,Age_4cat,Age in four categories including US,Numeric,,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,193,1298,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-EDUCATION_3CAT,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Education_3cat,ASK ALL,numeric,Education level in 3 categories,Low = 1; Middle = 2; High = 3,6940,8.44,3,1,3,2,Country-specific categories from Q_ISCED were harmonized and simplified into 3 categories (Education_3cat),Education_3cat,Education level in 3 categories including US,Numeric,"Q_ISCED: 1,2,3,4,5,6,16,17,18,19,20,21,22,23,35,36,42,43,44,59,67,68,69,78,79,80,86,94,95,96,97,98,108,114,115,117,118,119,120,121,122,140,141,142,156,157,164,165,166,167,168. For Australia, Italy and France, having applied ISCED in 9 categories, recoded from ISCED-9: 1,2,3. US Q_ISCED: 175 (Less than high school) Q_ISCED: 7,8,9,10,24,25,37,38,39,45,46,47,60,61,62,64,65,66,70,71,72,81,82,83,84,85,87,99,100,101,109,110,116,123,124,125,128,143,144,145,158,159,163,169,170,171,172. For Australia, Italy and France, having applied ISCED in 9 categories, recoded from: ISCED-9: 4,5. US Q_ISCED: 174 (Some college but no degree / Some college and associate's degree) Q_ISCED: 11,12,13,14,15,26,40,41,48,49,50,51,52,53,54,55,56,57,63,73,74,75,76,77,88,89,90,91,92,93,102,103,104,105,106,107,111,112,113,126,127,129,147,148,149,160,161,162. For Australia, Italy and France, having applied ISCED in 9 categories, recoded from: ISCED-9: 6,7,8,9. US Q_ISCED: 173 (Bachelor's degree or higher)",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,194,1549,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-CLUSTER_CONCORDANT,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,cluster_concordant,ASK ALL,numeric,Two or more chronic concordant conditions (high blood pressure/Cardiovascular conditions/Diabetes/Chronic kidney disease) - excludes all other conditions,,3140,3.82,2,0,1,0,,cluster_concordant,Two or more chronic concordant conditions (high blood pressure/Cardiovascular conditions/Diabetes/Chronic kidney disease) - excludes all other conditions,,NEW,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,195,1602,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-CLUSTER_DISCORDANT,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,cluster_discordant,ASK ALL,numeric,Two or more chronic discordant conditions (includes arthritis/Breathing conditions/Alzheimer's/Neurological conditions/liver disease/cancer) - excludes mental health conditions,,3140,3.82,2,0,1,1,,cluster_discordant,Two or more chronic discordant conditions (includes arthritis/Breathing conditions/Alzheimer's/Neurological conditions/liver disease/cancer) - excludes mental health conditions,,NEW,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,196,1606,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-CLUSTER_MENTAL,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,cluster_mental,ASK ALL,numeric,Two or more chronic conditions with at least one mental health condition,,3140,3.82,2,0,1,0,,cluster_mental,Two or more chronic conditions with at least one mental health condition,,NEW,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,197,1609,EXTRACTED_UNREVIEWED
